recipe_id,recipe_name,image_file,image_prompt
recipe_012,青菜肉末粥,recipe_012.png,卡通手绘宝宝食谱插画，一碗青菜肉末粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀大米、猪肉末、小青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_013,南瓜鸡蛋羹,recipe_013.png,卡通手绘宝宝食谱插画，一碗南瓜鸡蛋羹，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀鸡蛋、南瓜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_014,小米山药蛋黄粥,recipe_014.png,卡通手绘宝宝食谱插画，一碗小米山药蛋黄粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀小米、山药、熟蛋黄，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_015,豆腐青菜软粥,recipe_015.png,卡通手绘宝宝食谱插画，一碗豆腐青菜软粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀大米、嫩豆腐、小青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_016,南瓜鸡肉软饭,recipe_016.png,卡通手绘宝宝食谱插画，一碗南瓜鸡肉软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀软米饭、鸡肉末、南瓜、西兰花，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_017,番茄牛肉碎碎面,recipe_017.png,卡通手绘宝宝食谱插画，一碗番茄牛肉碎碎面，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀宝宝面、牛肉末、番茄、小青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_018,胡萝卜猪肉软饭,recipe_018.png,卡通手绘宝宝食谱插画，一碗胡萝卜猪肉软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀软米饭、猪肉末、胡萝卜、油菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_019,西兰花鳕鱼软饭,recipe_019.png,卡通手绘宝宝食谱插画，一碗西兰花鳕鱼软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀软米饭、鳕鱼肉、西兰花、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_020,香菇鸡肉烂面,recipe_020.png,卡通手绘宝宝食谱插画，一碗香菇鸡肉烂面，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀宝宝面、鸡肉末、香菇、小青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_021,豆腐青菜肉末饭,recipe_021.png,卡通手绘宝宝食谱插画，一碗豆腐青菜肉末饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀软米饭、猪肉末、嫩豆腐、小青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_022,冬瓜虾仁软饭,recipe_022.png,卡通手绘宝宝食谱插画，一碗冬瓜虾仁软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀软米饭、虾仁、冬瓜、小油菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_023,土豆牛肉泥软饭,recipe_023.png,卡通手绘宝宝食谱插画，一碗土豆牛肉泥软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀软米饭、牛肉末、土豆、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_024,番茄鸡蛋碎面,recipe_024.png,卡通手绘宝宝食谱插画，一碗番茄鸡蛋碎面，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀宝宝面、鸡蛋、番茄、小青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_025,菠菜猪肝粥,recipe_025.png,卡通手绘宝宝食谱插画，一碗菠菜猪肝粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀大米、猪肝、菠菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_026,山药鸡肉粥,recipe_026.png,卡通手绘宝宝食谱插画，一碗山药鸡肉粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀大米、山药、鸡肉末、青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_027,胡萝卜鳕鱼粥,recipe_027.png,卡通手绘宝宝食谱插画，一碗胡萝卜鳕鱼粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀大米、鳕鱼肉、胡萝卜、青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_028,娃娃菜猪肉小馄饨,recipe_028.png,卡通手绘宝宝食谱插画，一份娃娃菜猪肉小馄饨，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀小馄饨皮、猪肉末、娃娃菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_029,南瓜牛肉粥,recipe_029.png,卡通手绘宝宝食谱插画，一碗南瓜牛肉粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀大米、牛肉末、南瓜、青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_030,丝瓜鸡蛋软饭,recipe_030.png,卡通手绘宝宝食谱插画，一碗丝瓜鸡蛋软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀软米饭、鸡蛋、丝瓜、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_031,豆腐鳕鱼羹饭,recipe_031.png,卡通手绘宝宝食谱插画，一碗豆腐鳕鱼羹饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀软米饭、鳕鱼肉、嫩豆腐、青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_032,西葫芦鸡肉面片汤,recipe_032.png,卡通手绘宝宝食谱插画，一碗西葫芦鸡肉面片汤，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀小面片、鸡肉末、西葫芦、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_033,玉米猪肉软饭,recipe_033.png,卡通手绘宝宝食谱插画，一碗玉米猪肉软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀软米饭、猪肉末、玉米粒、青豆，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_034,香菇牛肉碎饭,recipe_034.png,卡通手绘宝宝食谱插画，一碗香菇牛肉碎饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀软米饭、牛肉末、香菇、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_035,番茄豆腐软饭,recipe_035.png,卡通手绘宝宝食谱插画，一碗番茄豆腐软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀软米饭、嫩豆腐、番茄、青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_036,油菜鸡肉粥,recipe_036.png,卡通手绘宝宝食谱插画，一碗油菜鸡肉粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀大米、鸡肉末、油菜、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_037,土豆鳕鱼软饭,recipe_037.png,卡通手绘宝宝食谱插画，一碗土豆鳕鱼软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀软米饭、鳕鱼肉、土豆、西兰花，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_038,胡萝卜虾仁碎面,recipe_038.png,卡通手绘宝宝食谱插画，一碗胡萝卜虾仁碎面，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀宝宝面、虾仁、胡萝卜、青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_039,西兰花鸡蛋软饭,recipe_039.png,卡通手绘宝宝食谱插画，一碗西兰花鸡蛋软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀软米饭、鸡蛋、西兰花、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_040,冬瓜肉末面片汤,recipe_040.png,卡通手绘宝宝食谱插画，一碗冬瓜肉末面片汤，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀小面片、猪肉末、冬瓜、青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_041,番茄鸡蛋软面,recipe_041.png,卡通手绘宝宝食谱插画，一碗番茄鸡蛋软面，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀儿童面、鸡蛋、番茄、青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_042,奶香燕麦香蕉粥,recipe_042.png,卡通手绘宝宝食谱插画，一碗奶香燕麦香蕉粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀即食燕麦片、香蕉、纯牛奶或配方奶，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_043,鸡蛋蔬菜小饼,recipe_043.png,卡通手绘宝宝食谱插画，一份鸡蛋蔬菜小饼，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀鸡蛋、面粉、胡萝卜、西兰花，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_044,牛肉青菜粥,recipe_044.png,卡通手绘宝宝食谱插画，一碗牛肉青菜粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀大米、牛肉末、小青菜、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_045,南瓜馒头丁蒸蛋,recipe_045.png,卡通手绘宝宝食谱插画，一份南瓜馒头丁蒸蛋，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀鸡蛋、南瓜、馒头，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_046,山药小米粥配鸡肉松,recipe_046.png,卡通手绘宝宝食谱插画，一碗山药小米粥配鸡肉松，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀小米、山药、鸡肉松，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_047,玉米鸡蛋软饼,recipe_047.png,卡通手绘宝宝食谱插画，一份玉米鸡蛋软饼，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀鸡蛋、玉米粒、面粉，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_048,紫薯燕麦粥,recipe_048.png,卡通手绘宝宝食谱插画，一碗紫薯燕麦粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀即食燕麦片、紫薯，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_049,西兰花奶酪蛋饼,recipe_049.png,卡通手绘宝宝食谱插画，一份西兰花奶酪蛋饼，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀鸡蛋、西兰花、奶酪碎、面粉，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_050,苹果胡萝卜燕麦粥,recipe_050.png,卡通手绘宝宝食谱插画，一碗苹果胡萝卜燕麦粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀即食燕麦片、苹果、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_051,豆腐鸡蛋羹,recipe_051.png,卡通手绘宝宝食谱插画，一碗豆腐鸡蛋羹，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀鸡蛋、嫩豆腐，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_052,青菜虾仁小馄饨,recipe_052.png,卡通手绘宝宝食谱插画，一份青菜虾仁小馄饨，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀小馄饨皮、虾仁、青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_053,番茄牛肉面片汤,recipe_053.png,卡通手绘宝宝食谱插画，一碗番茄牛肉面片汤，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀小面片、牛肉末、番茄、青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_054,南瓜玉米粥,recipe_054.png,卡通手绘宝宝食谱插画，一碗南瓜玉米粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀大米、南瓜、玉米粒，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_055,香蕉鸡蛋松饼,recipe_055.png,卡通手绘宝宝食谱插画，一份香蕉鸡蛋松饼，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀香蕉、鸡蛋、面粉，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_056,香菇鸡肉焖饭,recipe_056.png,卡通手绘宝宝食谱插画，一碗香菇鸡肉焖饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀米饭、鸡肉丁、香菇、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_057,番茄牛肉意面,recipe_057.png,卡通手绘宝宝食谱插画，一碗番茄牛肉意面，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀意面、牛肉末、番茄、西兰花，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_058,胡萝卜土豆炖牛肉饭,recipe_058.png,卡通手绘宝宝食谱插画，一碗胡萝卜土豆炖牛肉饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀米饭、牛肉丁、土豆、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_059,西兰花虾仁软饭,recipe_059.png,卡通手绘宝宝食谱插画，一碗西兰花虾仁软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀米饭、虾仁、西兰花、玉米粒，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_060,冬瓜肉丸汤配软饭,recipe_060.png,卡通手绘宝宝食谱插画，一碗冬瓜肉丸汤配软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀米饭、猪肉丸、冬瓜、小青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_061,豆腐鱼肉蔬菜饭,recipe_061.png,卡通手绘宝宝食谱插画，一碗豆腐鱼肉蔬菜饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀米饭、鱼肉、嫩豆腐、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_062,番茄鸡蛋牛肉面,recipe_062.png,卡通手绘宝宝食谱插画，一碗番茄鸡蛋牛肉面，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀儿童面、牛肉末、鸡蛋、番茄，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_063,玉米鸡肉饭团,recipe_063.png,卡通手绘宝宝食谱插画，一碗玉米鸡肉饭团，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀米饭、鸡肉末、玉米粒、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_064,西葫芦猪肉小饺子,recipe_064.png,卡通手绘宝宝食谱插画，一份西葫芦猪肉小饺子，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀饺子皮、猪肉末、西葫芦、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_065,山药排骨软饭,recipe_065.png,卡通手绘宝宝食谱插画，一碗山药排骨软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀米饭、排骨肉、山药、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_066,香菇油菜鸡肉面,recipe_066.png,卡通手绘宝宝食谱插画，一碗香菇油菜鸡肉面，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀儿童面、鸡肉丝、香菇、油菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_067,南瓜牛肉烩饭,recipe_067.png,卡通手绘宝宝食谱插画，一碗南瓜牛肉烩饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀米饭、牛肉末、南瓜、豌豆，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_068,青菜豆腐肉末饭,recipe_068.png,卡通手绘宝宝食谱插画，一碗青菜豆腐肉末饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀米饭、猪肉末、嫩豆腐、青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_069,土豆鸡肉咖喱风软饭,recipe_069.png,卡通手绘宝宝食谱插画，一碗土豆鸡肉咖喱风软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀米饭、鸡肉丁、土豆、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_070,鳕鱼番茄蔬菜面,recipe_070.png,卡通手绘宝宝食谱插画，一碗鳕鱼番茄蔬菜面，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀儿童面、鳕鱼肉、番茄、西兰花，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_071,虾仁玉米豆腐羹饭,recipe_071.png,卡通手绘宝宝食谱插画，一碗虾仁玉米豆腐羹饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀米饭、虾仁、玉米粒、嫩豆腐，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_072,牛肉胡萝卜小馄饨,recipe_072.png,卡通手绘宝宝食谱插画，一份牛肉胡萝卜小馄饨，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀小馄饨皮、牛肉末、胡萝卜、青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_073,鸡肉西兰花土豆泥饭,recipe_073.png,卡通手绘宝宝食谱插画，一碗鸡肉西兰花土豆泥饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀米饭、鸡肉丁、土豆、西兰花，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_074,番茄豆腐鱼肉汤面,recipe_074.png,卡通手绘宝宝食谱插画，一碗番茄豆腐鱼肉汤面，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀儿童面、鱼肉、嫩豆腐、番茄，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_075,猪肉白菜软饺子,recipe_075.png,卡通手绘宝宝食谱插画，一份猪肉白菜软饺子，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀饺子皮、猪肉末、白菜、胡萝卜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_076,彩蔬鸡蛋炒软饭,recipe_076.png,卡通手绘宝宝食谱插画，一碗彩蔬鸡蛋炒软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀米饭、鸡蛋、胡萝卜、玉米粒，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_077,香菇牛肉粥,recipe_077.png,卡通手绘宝宝食谱插画，一碗香菇牛肉粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀大米、牛肉末、香菇、青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_078,茄汁鸡肉丸软饭,recipe_078.png,卡通手绘宝宝食谱插画，一碗茄汁鸡肉丸软饭，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀米饭、鸡肉丸、番茄、西兰花，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_079,胡萝卜鳕鱼小饼配粥,recipe_079.png,卡通手绘宝宝食谱插画，一碗胡萝卜鳕鱼小饼配粥，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀鳕鱼肉、胡萝卜、面粉、大米粥，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
recipe_080,冬瓜虾仁面片汤,recipe_080.png,卡通手绘宝宝食谱插画，一碗冬瓜虾仁面片汤，奶油白背景，柔和暖色调，小碗和小勺，旁边点缀小面片、虾仁、冬瓜、小青菜，干净留白，圆润可爱，适合中国宝宝食谱小程序，无文字，无人物，无品牌，无刀具，1:1方图
